Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Argentina,ARG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,40.28297163,26.5799916,41.11937999,26.00637928,42.03366896,49.19557906,40.0830878,53.8404499,69.47123955,133.8398673
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.755,76.76,76.308,76.833,76.999,77.284,75.892,75.39,76.064,..
Argentina,ARG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,25.48641191,19.67030526,20.40455697,19.51141393,24.24889031,25.51397097,25.20813808,28.92380734,26.93044041,21.93316952
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.878100919,0.850128583,0.813140078,0.856137916,0.732300348,0.699696134,0.734492612,0.630928835,0.411211299,..
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,142.9902363,142.9639551,145.9179567,140.5014607,131.9371685,125.9409814,121.6001889,130.4550081,132.3578095,..
Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,12.2,11.8,11.4,11,10.6,10.3,10,9.7,9.4,..
Argentina,ARG,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,104.7441528,100,106.0819486,103.0075884,104.2424656,103.3360442,103.9751809,113.8988462,..,..
Argentina,ARG,Net migration,SM.POP.NETM,5801,5522,5215,4926,4690,4478,2344,2344,3886,3718
Argentina,ARG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,48790000.92,-18870000.84,2619999.886,-1169999.957,73220001.22,8890000.343,101730003.4,155259994.5,384070007.3,..
Argentina,ARG,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,505346891.7,494433532.1,391579047.7,479937459.8,522441503,561398444.7,648090050,902789422,1056459896,1009693899
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,15.59164538,15.76063274,15.92813508,16.09419079,16.2585101,16.42082662,16.58089261,16.73874169,..,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.099461091,1.078001344,1.057181578,1.037133897,1.015808349,0.993397493,0.970053991,0.947490959,0.925835474,0.903771167
Argentina,ARG,"Population, total",SP.POP.TOTL,42669500,43131966,43590368,44044811,44494502,44938712,45376763,45808747,46234830,46654581
Argentina,ARG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.6,..,0.7,0.6,1,1.1,1.2,0.9,0.6,..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,30.3,25.7,32,35.5,42,37.3,39.2,..
Argentina,ARG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,..
Argentina,ARG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,2,..,..,..,..,..
Argentina,ARG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,105.392601,106.0531311,106.5444489,101.58181,100.2818069,100.3828964,103.8377914,105.4795303,..,..
Argentina,ARG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,13.66155259,13.06691706,11.98966905,10.75707524,9.447890044,10.80232081,9.607993272,10.75069486,10.59140565,..
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,113.9618835,113.7781982,112.9442673,111.6814575,111.5456085,111.3653183,110.6178131,110.1561127,..,..
Argentina,ARG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.031229973,1.028380036,1.020810008,1.019629955,1.021319985,1.020560026,1.024260044,..,..,..
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,106.0921326,107.5490723,109.6459427,110.4124069,109.6969986,110.4985275,112.4166794,116.5594482,..,..
Argentina,ARG,Surface area (sq. km),AG.SRF.TOTL.K2,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,..,..
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,10.35921483,9.982731754,8.727927492,8.39608082,7.362449229,7.998674483,8.038630554,8.793929558,8.483904868,..
Argentina,ARG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,7.528593349,7.40512875,7.40512875,9.393165071,9.397976297,9.397976297,9.552645644,..
Argentina,ARG,Time required to start a business (days),IC.REG.DURS,24.5,24.5,24.5,24.5,11,11.5,..,..,..,..
Argentina,ARG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,20.16972536,24.73364286,34.92833982,51.73025476,51.54858455,50.83309764,43.09763198,28.80766584,31.79922924,..
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1.239638679,1.215797063,1.192602919,1.170195959,1.147602159,1.125019726,1.100415053,1.075515039,1.053695664,1.029306061
Australia,AUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,13.249,12.322,10.968,10.43,9.983,8.938,8.081,8.096,7.731,..
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.220360756,2.375282585,2.404251882,2.70396697,2.457105558,2.113082693,2.009273415,2.300252621,2.675528808,2.383387969
Australia,AUS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,3.752642276,1.87398374,2.159146341,2.450943368,2.506097561,2.140243902,1.756097561,..,..,..
Australia,AUS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.8,98.8,98.8,99.4,98.7,98.8,96,..,..,..
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,16.15574514,16.19845822,16.32033061,16.1491503,15.86571352,15.59904536,14.77613691,..,..,..
Australia,AUS,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,66.9,..,..,..,..,..,..,..
Australia,AUS,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10071.39898,..,..,..,..,..,..,..,..,..
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5334.681679,5483.816402,..,..,..,..,..,..,..,..
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,21.08233132,20.05812647,19.26222591,21.22852508,21.8535582,24.11178836,23.96737274,21.97681939,25.42712413,26.72198648
Australia,AUS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.826,1.814,1.752,1.741,1.74,1.657,1.581,1.7,1.63,..
Australia,AUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,63204516348,46892808568,42970225978,48199372040,60686639530,38745129661,15841437866,27804057511,68678063584,32744696159
Australia,AUS,Forest area (sq. km),AG.LND.FRST.K2,1323848.2,1330945,1340372,1340174,1340051,1340051,1340051,1340051,..,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1.4686E+12,1.35177E+12,1.20758E+12,1.32688E+12,1.42973E+12,1.39467E+12,1.33038E+12,1.55903E+12,1.69296E+12,1.72383E+12
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.607401032,2.201810153,2.779142625,2.318709387,2.906363115,2.181109106,-0.334686359,2.111830889,4.268946393,3.016988104
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,65240,60550,54140,51530,53150,54970,53630,57240,60820,63140
Australia,AUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,45690,45350,46170,47090,48670,50970,52840,56780,62900,66260
Australia,AUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1.53147E+12,1.44197E+12,1.3096E+12,1.26732E+12,1.32672E+12,1.39262E+12,1.37563E+12,1.47033E+12,1.58221E+12,1.682E+12
Australia,AUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.07253E+12,1.07998E+12,1.11684E+12,1.15812E+12,1.21489E+12,1.29142E+12,1.35539E+12,1.45848E+12,1.63621E+12,1.76494E+12
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.71703043,26.25809902,25.3950725,24.09993759,24.5339187,23.26103745,22.2652648,22.75737337,23.57350632,23.52000681
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,18.9827747,19.68531481,20.60981426,18.08939302,18.13229655,21.21395407,21.4707052,22.39023042,25.60774809,..
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,95,95,94,94,94,93,93,96,..
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.36069688,21.53615394,21.53241596,20.71368404,21.49352029,21.63717499,20.17567286,17.72554085,19.70962031,21.36069104
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,7.6,..,7.5,..,7.4,..,..,..,..,..
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.56612354,23.68290667,22.32322404,23.4765923,24.12796119,25.27350693,25.38624951,25.41757604,27.48299454,27.36265573
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.404893098,-0.622921249,-0.655771897,3.651232809,1.878810435,3.463722736,2.113825441,3.078774164,7.123075723,6.557375685
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.3,82.4,82.44878049,82.5,82.74878049,82.9,83.2,83.3,83.2,..
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,32.50223007,29.30863306,32.19453036,34.66102967,34.44585596,35.31792694,34.77551247,38.87208969,42.63972154,38.2060333
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.773058878,1.953633592,2.088530879,2.004234077,1.895670079,1.881043454,2.010640099,1.9891227,1.898824348,..
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,106.7765212,108.1853261,109.7343698,108.4165835,110.6519296,110.29622,105.231579,104.5172138,107.0312028,..
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,..
Australia,AUS,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,111.3287327,100,99.86635745,116.3947034,118.5722402,130.2261174,131.2025025,163.6917407,..,..
Australia,AUS,Net migration,SM.POP.NETM,198120,209466,242184,244875,220307,235860,117929,117929,139991,139991
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2329656677,2174651380,2056844753,2001928453,1867930551,1762645595,1197283915,936423063.2,1307030459,1726715971
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,3.055814795,3.100112596,3.144935531,3.197156014,3.245344916,3.293650563,3.334526951,3.339228447,..,..
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.491566489,1.439216653,1.561940498,1.646827797,1.49599671,1.477490711,1.233428251,0.140895083,1.272698814,2.370899711
Australia,AUS,"Population, total",SP.POP.TOTL,23475686,23815995,24190907,24592588,24963258,25334826,25649248,25685412,26014399,26638544
Australia,AUS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.5,..,0.5,..,0.5,..,..,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..,..
Australia,AUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.35783071,24.50014864,24.84779401,24.81729338,25.80860795,26.04000324,25.24506222,25.65535657,26.17257431,..
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.4616013,101.6654892,101.180687,100.6376572,100.3987122,100.1996994,99.90110779,99.92915344,99.13298798,..
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,0.925260007,0.925170004,0.937539995,0.968850017,0.964070022,0.979290009,..,..,..
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,159.1107635,155.5943909,153.5761261,136.105545,144.0565643,137.4907379,135.5265656,133.2772675,..
Australia,AUS,Surface area (sq. km),AG.SRF.TOTL.K2,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,..,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.89292334,21.86642359,22.26179913,22.08871544,23.17720306,23.37575293,22.55751543,23.02727607,23.59866468,..
Australia,AUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,28.59184172,29.70879373,29.70879373,29.70879262,30.39552785,32.12041507,32.12041507,..
Australia,AUS,Time required to start a business (days),IC.REG.DURS,2.5,2.5,2.5,2.5,2.5,2,..,..,..,..
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,1.608455102,1.554800599,1.677390128,1.767968476,1.621636321,1.607624676,1.369184749,0.2811033,1.418485976,2.519945525
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,63.12,62.434,57.88,55.566,53.436,50.015,46.296,45.2,43.582,..
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.325610539,4.319149429,4.891353588,4.600591696,4.420399304,4.205014094,5.711485115,6.558762612,5.767474908,6.241384676
Brazil,BRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.148595654,1.128069246,1.171347818,1.160219043,1.174704116,1.191308956,1.186892775,..,..,..
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.4,98.2,98.6,98.7,98.8,98.4,98.4,..,..,..
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.51459196,2.365360621,2.161259847,2.185486619,2.064261479,2.050770129,1.942523356,..,..,..
Brazil,BRA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2610.999282,..,..,..,..,..,..,..,..,..
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1490.425846,..,..,..,..,..,..,..,..,..
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,11.01194282,12.90019142,12.46667904,12.51896787,14.6349995,14.12291919,16.45355201,19.10943037,19.630765,18.11027942
Brazil,BRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,5.5692E+11,5.43397E+11,5.43257E+11,5.43E+11,5.57765E+11,5.68709E+11,5.493E+11,5.71507E+11,5.78599E+11,..
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.767,1.777,1.709,1.736,1.749,1.703,1.649,1.641,1.626,..
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,87713983217,64738153494,74294627801,68885491315,78183840045,69174411753,38270116307,46440503520,74606361830,64227330466
Brazil,BRA,Forest area (sq. km),AG.LND.FRST.K2,5054239.8,5038848,5020821,5000916,4990514,4977985,4966196,4953913.667,..,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2.45604E+12,1.80221E+12,1.79569E+12,2.06351E+12,1.91693E+12,1.87329E+12,1.47611E+12,1.67065E+12,1.95192E+12,2.17367E+12
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.50395574,-3.545763393,-3.275916908,1.322869054,1.783666762,1.220777824,-3.276758796,4.762604379,3.016694354,2.908480487
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,12080,10160,8890,8670,9140,9220,7910,7880,8240,9070
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,15270,14290,13760,14030,14740,15320,15430,17120,18840,19990
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2.45701E+12,2.08425E+12,1.83999E+12,1.8085E+12,1.92005E+12,1.95307E+12,1.68636E+12,1.68921E+12,1.77431E+12,1.96234E+12
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3.1078E+12,2.93288E+12,2.8462E+12,2.92457E+12,3.09857E+12,3.24427E+12,3.28968E+12,3.6696E+12,4.05571E+12,4.32559E+12
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.54841076,17.41162587,14.96954697,14.6255876,15.09504163,15.5167908,16.11582061,19.52188502,18.08822044,16.08598735
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,12.37105526,14.48571488,15.9999584,14.311719,14.74391203,14.06645865,11.35004765,9.001534665,9.045782477,..
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,96,95,87,92,91,79,73,81,..
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,13.67346299,14.05343452,12.06700304,11.8007665,14.24120388,14.76733868,15.84852654,18.54690039,19.18530097,15.74366717
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,3.6,3.6,3.3,3.2,3.1,3.1,4.5,3.3,3.6,..
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,20.47246275,19.36004398,18.35475828,18.18850231,18.74905145,18.75462757,19.50611839,22.12347519,22.81945685,22.26318204
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.846709744,7.566175012,8.103604359,3.671384513,4.493534331,4.224258869,6.472499608,13.04727088,8.570281953,4.658994759
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.306,74.332,74.442,74.827,75.109,75.338,74.009,72.75,73.425,..
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,18.79795522,20.37728957,18.08627158,18.45603275,22.15673688,22.11560393,25.43961523,30.85660088,32.09044095,27.25377743
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.330244423,1.365517154,1.347975413,1.414021668,1.469677724,1.382797246,1.326660269,1.163682111,1.053422011,..
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,137.9776265,125.6477067,117.9869738,106.1217992,99.64002652,95.38505233,96.54706819,102.48887,98.89102076,..
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,16.3,15.9,16.7,15.3,15,14.8,14.5,14.3,14,..
Brazil,BRA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,113.1889184,100,102.3710937,108.2356937,106.8817981,107.0374944,107.6735522,123.230962,..,..
Brazil,BRA,Net migration,SM.POP.NETM,24940,4764,82589,56362,67934,69186,56880,20376,6425,6000
Brazil,BRA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,914150024.4,1003190002,674630004.9,273869995.1,444970001.2,272500000,612539978,1114540039,577010009.8,..
Brazil,BRA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2647908513,2896909952,2739786527,2698770651,2933489276,3213621677,3566219438,4102018148,4973758735,4433700953
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,24.34269467,24.54950563,24.74947512,24.94633495,25.14513899,25.33851766,25.50762538,25.64281323,..,..
Brazil,BRA,Population growth (annual %),SP.POP.GROW,0.857834829,0.845992601,0.811256478,0.7922634,0.793768154,0.766107802,0.665176682,0.528590453,0.459583548,0.513716986
Brazil,BRA,"Population, total",SP.POP.TOTL,203459650,205188205,206859578,208504960,210166592,211782878,213196304,214326223,215313498,216422446
Brazil,BRA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,3.3,3.9,4.7,5.3,5.3,5.4,2,5.8,3.5,..
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,..
Brazil,BRA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,3.5,..,..,..,..
Brazil,BRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,27.37151454,29.2514316,29.67010526,27.82472985,28.58288523,29.1518761,25.6990311,27.32688783,29.61603613,..
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,110.3164597,109.1521835,108.757843,109.8085098,108.623291,107.4074707,105.4981995,103.4716797,..,..
Brazil,BRA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.018110037,1.01473999,1.008540034,1.005130053,1.006680012,1.009909987,1.006489992,..,..,..
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,102.6355286,100.920517,102.5695114,103.0159607,105.0070724,103.9532776,104.1259995,106.6519012,..,..
Brazil,BRA,Surface area (sq. km),AG.SRF.TOTL.K2,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,..,..
Brazil,BRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,13.49007452,13.62962937,13.71043098,13.60522852,13.94010799,13.73769484,12.71938786,14.13667513,14.72584792,..
Brazil,BRA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,20.73728423,28.57825261,28.57825261,28.5782512,29.23720831,29.25630489,29.25630489,..
